lon,lat,PGA-0.0137,PGA-0.0098,PGA-0.0021,PGA-0.001,PGA-0.0003,PGA-0.0001,SA(0.3)-0.0137,SA(0.3)-0.0098,SA(0.3)-0.0021,SA(0.3)-0.001,SA(0.3)-0.0003,SA(0.3)-0.0001,SA(0.6)-0.0137,SA(0.6)-0.0098,SA(0.6)-0.0021,SA(0.6)-0.001,SA(0.6)-0.0003,SA(0.6)-0.0001,SA(1.0)-0.0137,SA(1.0)-0.0098,SA(1.0)-0.0021,SA(1.0)-0.001,SA(1.0)-0.0003,SA(1.0)-0.0001,SA(1.5)-0.0137,SA(1.5)-0.0098,SA(1.5)-0.0021,SA(1.5)-0.001,SA(1.5)-0.0003,SA(1.5)-0.0001
23.94405,41.62211,0.069,0.084,0.2,0.298,0.461,0.595,0.13,0.16,0.38,0.55,0.85,1.15,0.08,0.09,0.2,0.29,0.44,0.59,0.04,0.05,0.11,0.16,0.24,0.32,0.03,0.03,0.07,0.1,0.15,0.19
23.94405,41.57211,0.064,0.078,0.181,0.257,0.38,0.502,0.12,0.15,0.34,0.49,0.73,0.95,0.07,0.08,0.18,0.25,0.37,0.49,0.04,0.05,0.1,0.14,0.2,0.26,0.02,0.03,0.06,0.09,0.13,0.16
23.94405,41.52211,0.072,0.089,0.209,0.31,0.487,0.63,0.14,0.17,0.4,0.58,0.89,1.2,0.08,0.1,0.22,0.32,0.47,0.64,0.05,0.06,0.13,0.17,0.26,0.34,0.03,0.04,0.08,0.11,0.16,0.21
23.94405,41.47211,0.065,0.08,0.183,0.262,0.392,0.513,0.13,0.15,0.35,0.5,0.75,0.98,0.07,0.08,0.18,0.26,0.39,0.51,0.04,0.05,0.1,0.14,0.21,0.27,0.03,0.03,0.07,0.09,0.13,0.17
23.94405,41.42211,0.068,0.084,0.203,0.301,0.433,0.541,0.13,0.16,0.38,0.55,0.85,1.13,0.07,0.09,0.2,0.29,0.44,0.59,0.04,0.05,0.11,0.16,0.23,0.31,0.03,0.03,0.07,0.1,0.15,0.19
23.94405,41.37211,0.063,0.078,0.183,0.264,0.394,0.512,0.12,0.15,0.34,0.49,0.74,0.98,0.06,0.08,0.17,0.25,0.37,0.5,0.04,0.04,0.1,0.13,0.2,0.26,0.02,0.03,0.06,0.09,0.13,0.16
23.94405,41.32211,0.065,0.081,0.203,0.304,0.441,0.557,0.12,0.15,0.37,0.54,0.85,1.13,0.07,0.08,0.18,0.27,0.41,0.57,0.04,0.05,0.1,0.14,0.22,0.3,0.02,0.03,0.07,0.09,0.14,0.18
23.94405,41.27211,0.066,0.081,0.198,0.29,0.435,0.559,0.13,0.15,0.37,0.54,0.83,1.1,0.07,0.08,0.18,0.27,0.41,0.56,0.04,0.05,0.1,0.15,0.22,0.3,0.02,0.03,0.07,0.09,0.14,0.19
23.94405,41.22211,0.065,0.081,0.212,0.304,0.431,0.547,0.12,0.15,0.37,0.57,0.87,1.14,0.06,0.08,0.18,0.27,0.43,0.61,0.04,0.04,0.1,0.14,0.22,0.32,0.02,0.03,0.06,0.09,0.14,0.19
23.94405,41.17211,0.084,0.104,0.261,0.383,0.557,0.709,0.17,0.2,0.49,0.73,1.16,1.59,0.1,0.12,0.28,0.41,0.66,0.94,0.06,0.07,0.16,0.23,0.36,0.52,0.04,0.05,0.1,0.15,0.23,0.33
23.94405,41.12211,0.079,0.097,0.256,0.366,0.517,0.676,0.15,0.19,0.46,0.71,1.07,1.55,0.09,0.11,0.24,0.36,0.6,0.87,0.05,0.06,0.14,0.2,0.32,0.47,0.03,0.04,0.09,0.13,0.2,0.28
23.94405,41.07211,0.078,0.096,0.236,0.346,0.507,0.642,0.15,0.19,0.44,0.64,1,1.31,0.09,0.1,0.24,0.34,0.53,0.73,0.05,0.06,0.13,0.19,0.29,0.4,0.03,0.04,0.09,0.13,0.19,0.25
23.94405,41.02211,0.083,0.102,0.255,0.371,0.532,0.669,0.16,0.2,0.47,0.69,1.07,1.4,0.1,0.11,0.26,0.37,0.56,0.76,0.06,0.07,0.15,0.21,0.31,0.41,0.04,0.05,0.1,0.14,0.2,0.26
23.94405,40.97211,0.084,0.102,0.237,0.337,0.493,0.636,0.16,0.2,0.45,0.64,0.94,1.22,0.1,0.12,0.25,0.36,0.52,0.68,0.06,0.07,0.15,0.2,0.29,0.38,0.04,0.05,0.1,0.14,0.19,0.25
23.94405,40.92211,0.088,0.107,0.256,0.371,0.549,0.7,0.17,0.21,0.48,0.69,1.04,1.38,0.1,0.12,0.27,0.38,0.56,0.74,0.06,0.07,0.16,0.22,0.31,0.41,0.04,0.05,0.11,0.15,0.21,0.27
23.94405,40.87211,0.072,0.088,0.197,0.276,0.401,0.517,0.14,0.16,0.37,0.51,0.75,0.97,0.07,0.09,0.18,0.26,0.37,0.48,0.04,0.05,0.1,0.14,0.2,0.26,0.03,0.03,0.07,0.09,0.13,0.17
23.94405,40.82211,0.079,0.096,0.223,0.314,0.444,0.558,0.15,0.18,0.4,0.58,0.86,1.12,0.08,0.1,0.2,0.29,0.43,0.57,0.05,0.06,0.12,0.16,0.23,0.3,0.03,0.04,0.08,0.11,0.15,0.19
23.94405,40.77211,0.096,0.117,0.261,0.362,0.514,0.642,0.19,0.22,0.49,0.7,1.02,1.31,0.11,0.13,0.27,0.38,0.56,0.73,0.06,0.08,0.16,0.22,0.32,0.41,0.04,0.05,0.11,0.15,0.21,0.27
23.94405,40.37211,0.139,0.172,0.379,0.509,0.694,0.851,0.26,0.32,0.76,1.04,1.54,1.97,0.15,0.18,0.43,0.63,0.91,1.15,0.09,0.1,0.24,0.36,0.51,0.65,0.06,0.07,0.16,0.22,0.33,0.41
23.94405,40.12211,0.161,0.198,0.417,0.547,0.737,0.898,0.3,0.37,0.81,1.11,1.53,1.88,0.16,0.2,0.44,0.61,0.87,1.1,0.09,0.11,0.24,0.33,0.47,0.59,0.06,0.07,0.15,0.21,0.29,0.37
23.94405,40.07211,0.159,0.191,0.398,0.531,0.723,0.885,0.3,0.36,0.76,1.03,1.43,1.78,0.16,0.19,0.4,0.55,0.77,0.97,0.09,0.11,0.22,0.3,0.42,0.53,0.06,0.07,0.14,0.19,0.28,0.36
23.94405,40.02211,0.171,0.205,0.395,0.515,0.687,0.828,0.31,0.38,0.8,1.06,1.43,1.75,0.16,0.19,0.43,0.59,0.83,1.04,0.09,0.1,0.23,0.32,0.45,0.58,0.05,0.06,0.14,0.2,0.28,0.36
23.94405,39.97211,0.189,0.227,0.439,0.571,0.764,0.93,0.36,0.43,0.89,1.18,1.62,1.98,0.19,0.23,0.5,0.69,0.97,1.21,0.1,0.13,0.28,0.38,0.54,0.68,0.07,0.08,0.18,0.25,0.34,0.44
23.99405,41.62211,0.068,0.083,0.199,0.3,0.464,0.595,0.13,0.16,0.38,0.55,0.86,1.15,0.07,0.09,0.2,0.3,0.45,0.6,0.04,0.05,0.11,0.16,0.24,0.32,0.03,0.03,0.07,0.1,0.15,0.2
23.99405,41.57211,0.073,0.09,0.209,0.296,0.439,0.574,0.15,0.18,0.41,0.58,0.86,1.13,0.09,0.1,0.23,0.32,0.48,0.64,0.05,0.06,0.13,0.18,0.26,0.35,0.03,0.04,0.08,0.12,0.17,0.22
23.99405,41.52211,0.07,0.086,0.204,0.301,0.476,0.62,0.14,0.17,0.39,0.56,0.86,1.17,0.08,0.1,0.22,0.31,0.46,0.62,0.05,0.06,0.12,0.17,0.25,0.33,0.03,0.04,0.08,0.11,0.16,0.21
23.99405,41.47211,0.065,0.08,0.188,0.268,0.397,0.52,0.13,0.16,0.36,0.51,0.76,1,0.07,0.09,0.19,0.27,0.4,0.53,0.04,0.05,0.11,0.15,0.21,0.28,0.03,0.03,0.07,0.1,0.14,0.18
23.99405,41.42211,0.065,0.08,0.192,0.287,0.425,0.538,0.12,0.15,0.36,0.52,0.81,1.09,0.07,0.08,0.19,0.26,0.4,0.54,0.04,0.05,0.1,0.14,0.21,0.29,0.03,0.03,0.07,0.09,0.14,0.18
23.99405,41.37211,0.062,0.077,0.18,0.26,0.388,0.506,0.12,0.14,0.34,0.49,0.73,0.96,0.06,0.08,0.17,0.24,0.36,0.48,0.04,0.04,0.09,0.13,0.19,0.26,0.02,0.03,0.06,0.09,0.12,0.16
23.99405,41.32211,0.07,0.086,0.217,0.327,0.474,0.594,0.13,0.16,0.4,0.59,0.92,1.22,0.07,0.09,0.21,0.3,0.46,0.63,0.04,0.05,0.11,0.16,0.25,0.33,0.03,0.03,0.07,0.11,0.16,0.21
23.99405,41.27211,0.063,0.078,0.191,0.278,0.415,0.535,0.12,0.15,0.35,0.51,0.79,1.04,0.06,0.08,0.17,0.25,0.39,0.52,0.04,0.04,0.09,0.14,0.21,0.28,0.02,0.03,0.06,0.09,0.13,0.17
23.99405,41.22211,0.066,0.082,0.218,0.312,0.44,0.557,0.13,0.15,0.38,0.58,0.89,1.17,0.07,0.08,0.19,0.28,0.45,0.63,0.04,0.05,0.1,0.15,0.23,0.34,0.02,0.03,0.07,0.1,0.15,0.2
23.99405,41.17211,0.082,0.102,0.257,0.377,0.545,0.692,0.16,0.2,0.48,0.72,1.15,1.62,0.1,0.12,0.27,0.4,0.67,0.95,0.06,0.07,0.15,0.22,0.36,0.52,0.04,0.05,0.1,0.15,0.23,0.33
23.99405,41.12211,0.091,0.113,0.298,0.422,0.611,0.812,0.18,0.22,0.55,0.84,1.35,1.86,0.11,0.14,0.32,0.47,0.79,1.13,0.07,0.08,0.18,0.27,0.43,0.62,0.05,0.06,0.12,0.18,0.28,0.39
23.99405,41.07211,0.085,0.105,0.258,0.378,0.554,0.706,0.17,0.21,0.49,0.72,1.13,1.48,0.1,0.12,0.28,0.41,0.64,0.9,0.06,0.07,0.16,0.23,0.35,0.49,0.04,0.05,0.11,0.15,0.24,0.31
23.99405,41.02211,0.082,0.1,0.253,0.371,0.531,0.667,0.16,0.2,0.46,0.69,1.07,1.4,0.1,0.11,0.26,0.37,0.57,0.77,0.06,0.07,0.15,0.21,0.31,0.42,0.04,0.05,0.1,0.14,0.21,0.27
23.99405,40.97211,0.083,0.102,0.236,0.337,0.496,0.643,0.17,0.2,0.45,0.64,0.95,1.24,0.1,0.12,0.26,0.36,0.54,0.71,0.06,0.07,0.15,0.21,0.3,0.39,0.04,0.05,0.1,0.14,0.2,0.26
23.99405,40.92211,0.07,0.085,0.202,0.295,0.44,0.559,0.13,0.16,0.37,0.53,0.81,1.08,0.07,0.09,0.19,0.26,0.4,0.53,0.04,0.05,0.11,0.15,0.21,0.28,0.03,0.03,0.07,0.1,0.14,0.18
23.99405,40.87211,0.072,0.087,0.196,0.276,0.404,0.524,0.14,0.17,0.37,0.52,0.76,0.99,0.08,0.09,0.19,0.27,0.39,0.51,0.05,0.05,0.11,0.15,0.22,0.28,0.03,0.04,0.08,0.1,0.14,0.18
23.99405,40.82211,0.072,0.088,0.203,0.293,0.421,0.53,0.14,0.17,0.37,0.53,0.8,1.06,0.08,0.09,0.19,0.26,0.39,0.52,0.04,0.05,0.11,0.15,0.21,0.28,0.03,0.04,0.07,0.1,0.14,0.18
23.99405,40.77211,0.083,0.1,0.224,0.313,0.452,0.572,0.16,0.19,0.42,0.59,0.87,1.13,0.09,0.11,0.23,0.32,0.46,0.61,0.05,0.06,0.13,0.18,0.26,0.34,0.04,0.04,0.09,0.13,0.18,0.22
23.99405,40.42211,0.12,0.148,0.338,0.447,0.606,0.746,0.22,0.27,0.64,0.89,1.22,1.52,0.12,0.14,0.34,0.48,0.68,0.87,0.07,0.08,0.19,0.26,0.38,0.49,0.04,0.05,0.12,0.17,0.24,0.3
23.99405,40.37211,0.126,0.155,0.346,0.462,0.627,0.77,0.24,0.29,0.67,0.91,1.27,1.59,0.13,0.16,0.36,0.51,0.73,0.94,0.07,0.09,0.2,0.28,0.41,0.53,0.05,0.06,0.13,0.19,0.27,0.35
23.99405,40.32211,0.127,0.158,0.339,0.444,0.629,0.798,0.24,0.29,0.66,0.94,1.37,1.75,0.12,0.15,0.36,0.52,0.76,0.99,0.07,0.09,0.2,0.28,0.42,0.55,0.05,0.06,0.13,0.18,0.27,0.34
23.99405,40.07211,0.169,0.202,0.415,0.547,0.736,0.893,0.32,0.38,0.81,1.09,1.5,1.85,0.17,0.2,0.43,0.59,0.81,1.02,0.09,0.11,0.24,0.33,0.45,0.57,0.06,0.07,0.15,0.21,0.3,0.38
23.99405,40.02211,0.188,0.225,0.426,0.552,0.735,0.886,0.36,0.43,0.88,1.16,1.57,1.91,0.19,0.23,0.5,0.68,0.95,1.2,0.1,0.12,0.27,0.38,0.53,0.69,0.06,0.08,0.17,0.24,0.34,0.43
23.99405,39.97211,0.179,0.212,0.405,0.526,0.702,0.844,0.34,0.41,0.82,1.09,1.47,1.79,0.17,0.21,0.45,0.62,0.88,1.1,0.09,0.11,0.25,0.34,0.5,0.63,0.06,0.07,0.15,0.22,0.31,0.4
24.04405,41.62211,0.068,0.084,0.202,0.306,0.468,0.602,0.13,0.16,0.38,0.57,0.88,1.17,0.08,0.09,0.21,0.3,0.47,0.62,0.04,0.05,0.12,0.17,0.26,0.34,0.03,0.03,0.08,0.11,0.16,0.21
24.04405,41.57211,0.069,0.085,0.198,0.281,0.417,0.545,0.14,0.17,0.38,0.55,0.82,1.07,0.08,0.09,0.21,0.3,0.44,0.59,0.05,0.05,0.12,0.16,0.24,0.32,0.03,0.04,0.08,0.11,0.15,0.2
24.04405,41.52211,0.062,0.076,0.181,0.263,0.411,0.548,0.12,0.15,0.34,0.49,0.74,1,0.07,0.08,0.18,0.25,0.37,0.5,0.04,0.04,0.1,0.14,0.2,0.26,0.02,0.03,0.06,0.09,0.13,0.16
24.04405,41.47211,0.065,0.08,0.19,0.271,0.399,0.52,0.13,0.15,0.36,0.52,0.77,1.01,0.07,0.09,0.19,0.27,0.4,0.53,0.04,0.05,0.11,0.15,0.22,0.28,0.03,0.03,0.07,0.1,0.14,0.18
24.04405,41.42211,0.065,0.08,0.195,0.289,0.45,0.581,0.13,0.15,0.37,0.53,0.81,1.1,0.07,0.08,0.19,0.27,0.41,0.55,0.04,0.05,0.11,0.15,0.22,0.29,0.03,0.03,0.07,0.1,0.14,0.18
24.04405,41.37211,0.069,0.085,0.202,0.29,0.432,0.562,0.13,0.16,0.39,0.56,0.83,1.09,0.08,0.09,0.2,0.29,0.44,0.59,0.04,0.05,0.12,0.16,0.24,0.32,0.03,0.04,0.08,0.11,0.15,0.2
24.04405,41.32211,0.062,0.077,0.192,0.289,0.424,0.537,0.12,0.14,0.35,0.51,0.8,1.08,0.06,0.07,0.17,0.25,0.38,0.52,0.03,0.04,0.09,0.13,0.2,0.27,0.02,0.03,0.06,0.09,0.13,0.17
24.04405,41.27211,0.063,0.079,0.191,0.278,0.416,0.539,0.12,0.15,0.36,0.51,0.79,1.05,0.06,0.08,0.17,0.26,0.39,0.52,0.04,0.04,0.1,0.14,0.21,0.28,0.02,0.03,0.06,0.09,0.13,0.17
24.04405,41.22211,0.066,0.082,0.216,0.313,0.443,0.557,0.12,0.15,0.38,0.58,0.89,1.17,0.07,0.08,0.19,0.28,0.45,0.62,0.04,0.05,0.1,0.15,0.23,0.33,0.02,0.03,0.07,0.1,0.15,0.2
24.04405,41.17211,0.082,0.102,0.255,0.377,0.549,0.697,0.16,0.2,0.48,0.72,1.17,1.64,0.1,0.12,0.27,0.4,0.68,0.97,0.06,0.07,0.15,0.22,0.37,0.54,0.04,0.05,0.1,0.15,0.24,0.33
24.04405,41.12211,0.092,0.114,0.301,0.431,0.627,0.839,0.18,0.23,0.56,0.85,1.39,1.92,0.12,0.14,0.33,0.49,0.82,1.2,0.07,0.08,0.19,0.28,0.45,0.66,0.05,0.06,0.13,0.19,0.3,0.41
24.04405,41.07211,0.099,0.122,0.299,0.441,0.655,0.831,0.2,0.25,0.58,0.86,1.37,1.84,0.13,0.16,0.37,0.54,0.85,1.21,0.08,0.1,0.22,0.32,0.48,0.68,0.06,0.07,0.15,0.22,0.33,0.44
24.04405,41.02211,0.083,0.102,0.253,0.375,0.544,0.686,0.16,0.2,0.47,0.7,1.09,1.44,0.1,0.12,0.27,0.39,0.59,0.81,0.06,0.07,0.16,0.22,0.33,0.44,0.04,0.05,0.11,0.15,0.22,0.29
24.04405,40.97211,0.075,0.091,0.207,0.296,0.439,0.57,0.14,0.18,0.4,0.56,0.84,1.1,0.08,0.1,0.22,0.3,0.45,0.6,0.05,0.06,0.13,0.17,0.25,0.33,0.03,0.04,0.09,0.12,0.17,0.22
24.04405,40.92211,0.064,0.078,0.183,0.268,0.41,0.534,0.12,0.15,0.34,0.48,0.73,0.98,0.07,0.08,0.17,0.24,0.35,0.47,0.04,0.05,0.1,0.13,0.19,0.25,0.03,0.03,0.07,0.09,0.13,0.16
24.04405,40.87211,0.065,0.079,0.175,0.245,0.36,0.467,0.13,0.15,0.33,0.45,0.67,0.88,0.07,0.08,0.17,0.23,0.34,0.44,0.04,0.05,0.1,0.13,0.19,0.24,0.03,0.03,0.07,0.09,0.13,0.16
24.04405,40.82211,0.082,0.098,0.225,0.322,0.489,0.626,0.16,0.2,0.43,0.61,0.91,1.21,0.1,0.12,0.25,0.34,0.5,0.66,0.06,0.07,0.15,0.2,0.28,0.37,0.04,0.05,0.1,0.14,0.2,0.25
24.04405,40.77211,0.078,0.094,0.209,0.291,0.422,0.544,0.16,0.19,0.4,0.56,0.81,1.06,0.09,0.11,0.22,0.31,0.44,0.58,0.05,0.06,0.13,0.18,0.25,0.32,0.04,0.04,0.09,0.12,0.17,0.22
24.04405,40.72211,0.078,0.094,0.215,0.307,0.444,0.56,0.15,0.18,0.4,0.56,0.84,1.11,0.09,0.1,0.21,0.29,0.44,0.57,0.05,0.06,0.12,0.17,0.24,0.32,0.03,0.04,0.09,0.12,0.17,0.21
24.04405,40.37211,0.12,0.147,0.33,0.449,0.619,0.767,0.23,0.28,0.62,0.87,1.23,1.55,0.12,0.15,0.34,0.48,0.68,0.87,0.07,0.09,0.19,0.27,0.38,0.48,0.05,0.06,0.12,0.17,0.24,0.31
24.04405,40.32211,0.134,0.166,0.363,0.482,0.652,0.802,0.25,0.31,0.72,0.96,1.34,1.71,0.14,0.17,0.4,0.55,0.8,1.03,0.08,0.1,0.23,0.31,0.45,0.58,0.05,0.06,0.14,0.21,0.3,0.38
24.09405,41.62211,0.063,0.078,0.187,0.29,0.44,0.564,0.12,0.15,0.35,0.53,0.82,1.1,0.07,0.08,0.18,0.27,0.42,0.58,0.04,0.05,0.1,0.15,0.23,0.3,0.02,0.03,0.07,0.09,0.14,0.18
24.09405,41.57211,0.061,0.076,0.177,0.254,0.379,0.5,0.12,0.15,0.34,0.49,0.73,0.96,0.06,0.08,0.17,0.25,0.37,0.5,0.04,0.04,0.1,0.13,0.2,0.26,0.02,0.03,0.06,0.09,0.13,0.16
24.09405,41.52211,0.063,0.078,0.188,0.273,0.422,0.568,0.12,0.15,0.36,0.51,0.77,1.03,0.07,0.08,0.19,0.27,0.4,0.52,0.04,0.05,0.1,0.14,0.21,0.28,0.03,0.03,0.07,0.09,0.14,0.17
24.09405,41.47211,0.058,0.071,0.169,0.243,0.36,0.47,0.11,0.13,0.31,0.45,0.67,0.88,0.06,0.07,0.16,0.22,0.33,0.44,0.03,0.04,0.09,0.12,0.18,0.23,0.02,0.03,0.06,0.08,0.11,0.15
24.09405,41.42211,0.066,0.082,0.201,0.297,0.463,0.617,0.13,0.16,0.38,0.55,0.84,1.13,0.07,0.09,0.2,0.29,0.43,0.58,0.04,0.05,0.11,0.16,0.23,0.31,0.03,0.03,0.07,0.1,0.15,0.19
24.09405,41.37211,0.067,0.082,0.198,0.283,0.419,0.547,0.13,0.16,0.37,0.54,0.81,1.07,0.07,0.09,0.2,0.28,0.43,0.56,0.04,0.05,0.11,0.16,0.23,0.3,0.03,0.03,0.07,0.1,0.15,0.19
24.09405,41.32211,0.061,0.076,0.19,0.287,0.427,0.543,0.12,0.14,0.35,0.51,0.79,1.07,0.06,0.07,0.17,0.25,0.38,0.51,0.03,0.04,0.09,0.13,0.2,0.27,0.02,0.03,0.06,0.09,0.13,0.17
24.09405,41.27211,0.063,0.078,0.187,0.272,0.409,0.533,0.12,0.14,0.35,0.51,0.77,1.03,0.06,0.07,0.17,0.25,0.38,0.51,0.04,0.04,0.09,0.13,0.21,0.27,0.02,0.03,0.06,0.09,0.13,0.17
24.09405,41.22211,0.064,0.08,0.211,0.308,0.436,0.548,0.12,0.15,0.37,0.56,0.87,1.15,0.06,0.08,0.18,0.27,0.44,0.6,0.04,0.04,0.1,0.14,0.23,0.32,0.02,0.03,0.07,0.09,0.14,0.19
24.09405,41.17211,0.079,0.098,0.245,0.365,0.536,0.68,0.16,0.19,0.46,0.69,1.13,1.6,0.09,0.11,0.26,0.38,0.64,0.93,0.05,0.06,0.15,0.21,0.35,0.52,0.04,0.04,0.1,0.14,0.22,0.31
24.09405,41.12211,0.089,0.111,0.293,0.423,0.623,0.838,0.18,0.22,0.54,0.83,1.37,1.9,0.11,0.14,0.32,0.48,0.81,1.18,0.07,0.08,0.18,0.27,0.44,0.66,0.05,0.06,0.13,0.18,0.29,0.4
24.09405,41.07211,0.096,0.119,0.29,0.431,0.642,0.817,0.2,0.24,0.57,0.84,1.34,1.82,0.13,0.16,0.36,0.52,0.85,1.21,0.08,0.1,0.21,0.3,0.48,0.69,0.06,0.07,0.15,0.21,0.32,0.44
24.09405,41.02211,0.095,0.117,0.292,0.434,0.627,0.79,0.2,0.24,0.56,0.84,1.3,1.71,0.13,0.16,0.35,0.5,0.78,1.07,0.08,0.1,0.21,0.3,0.45,0.6,0.06,0.07,0.15,0.21,0.31,0.4
24.09405,40.97211,0.063,0.077,0.175,0.252,0.375,0.493,0.12,0.15,0.33,0.47,0.7,0.92,0.06,0.08,0.17,0.24,0.35,0.46,0.04,0.05,0.1,0.13,0.19,0.25,0.03,0.03,0.06,0.09,0.13,0.16
24.09405,40.92211,0.066,0.081,0.186,0.273,0.421,0.548,0.13,0.16,0.35,0.5,0.75,1.02,0.07,0.09,0.18,0.25,0.38,0.5,0.04,0.05,0.11,0.14,0.21,0.27,0.03,0.03,0.07,0.1,0.14,0.18
24.09405,40.87211,0.064,0.077,0.169,0.237,0.35,0.456,0.12,0.15,0.32,0.45,0.65,0.86,0.07,0.08,0.17,0.23,0.33,0.43,0.04,0.05,0.1,0.13,0.19,0.24,0.03,0.03,0.07,0.09,0.13,0.16
24.09405,40.82211,0.07,0.084,0.189,0.271,0.415,0.545,0.14,0.17,0.36,0.5,0.76,1.01,0.08,0.09,0.2,0.27,0.39,0.52,0.05,0.06,0.12,0.16,0.22,0.29,0.03,0.04,0.08,0.11,0.15,0.2
24.09405,40.77211,0.077,0.092,0.199,0.277,0.403,0.523,0.15,0.18,0.39,0.54,0.78,1.01,0.09,0.11,0.22,0.3,0.43,0.56,0.05,0.06,0.13,0.18,0.25,0.32,0.04,0.04,0.09,0.13,0.18,0.22
24.09405,40.72211,0.077,0.092,0.207,0.295,0.446,0.569,0.15,0.18,0.39,0.55,0.82,1.09,0.09,0.1,0.22,0.3,0.44,0.57,0.05,0.06,0.13,0.17,0.25,0.32,0.04,0.04,0.09,0.12,0.17,0.22
24.09405,40.32211,0.139,0.172,0.382,0.505,0.683,0.835,0.27,0.33,0.76,1.03,1.4,1.75,0.15,0.19,0.43,0.6,0.84,1.07,0.09,0.11,0.24,0.34,0.5,0.62,0.06,0.07,0.16,0.22,0.33,0.42
24.14405,41.62211,0.066,0.082,0.199,0.313,0.467,0.611,0.13,0.16,0.38,0.57,0.91,1.26,0.07,0.09,0.2,0.3,0.49,0.68,0.04,0.05,0.11,0.17,0.26,0.37,0.03,0.03,0.08,0.11,0.16,0.22
24.14405,41.57211,0.072,0.089,0.209,0.3,0.458,0.604,0.14,0.18,0.41,0.59,0.9,1.2,0.09,0.1,0.23,0.33,0.5,0.67,0.05,0.06,0.13,0.18,0.27,0.36,0.03,0.04,0.09,0.12,0.18,0.23
24.14405,41.52211,0.065,0.081,0.195,0.282,0.431,0.578,0.13,0.16,0.38,0.53,0.8,1.05,0.07,0.09,0.2,0.29,0.42,0.56,0.04,0.05,0.11,0.16,0.23,0.3,0.03,0.03,0.07,0.1,0.15,0.19
24.14405,41.47211,0.067,0.082,0.195,0.279,0.414,0.538,0.13,0.16,0.37,0.54,0.8,1.04,0.08,0.09,0.2,0.29,0.43,0.56,0.04,0.05,0.12,0.16,0.24,0.31,0.03,0.04,0.08,0.11,0.15,0.2
24.14405,41.42211,0.066,0.082,0.201,0.295,0.457,0.616,0.13,0.16,0.38,0.55,0.84,1.13,0.07,0.09,0.2,0.29,0.44,0.59,0.04,0.05,0.11,0.16,0.23,0.31,0.03,0.03,0.08,0.1,0.15,0.2
24.14405,41.37211,0.07,0.086,0.207,0.296,0.437,0.567,0.14,0.17,0.39,0.57,0.85,1.12,0.08,0.1,0.21,0.3,0.46,0.61,0.05,0.06,0.12,0.17,0.25,0.33,0.03,0.04,0.08,0.11,0.17,0.22
24.14405,41.32211,0.062,0.077,0.192,0.288,0.435,0.554,0.12,0.14,0.36,0.52,0.8,1.08,0.06,0.08,0.18,0.25,0.39,0.53,0.04,0.04,0.1,0.14,0.21,0.28,0.02,0.03,0.06,0.09,0.13,0.17
24.14405,41.27211,0.063,0.078,0.187,0.27,0.406,0.529,0.12,0.14,0.35,0.51,0.76,1.02,0.06,0.08,0.18,0.25,0.39,0.52,0.04,0.04,0.1,0.14,0.21,0.28,0.02,0.03,0.06,0.09,0.13,0.18
24.14405,41.22211,0.064,0.08,0.206,0.308,0.439,0.549,0.12,0.15,0.37,0.56,0.87,1.14,0.06,0.08,0.18,0.27,0.43,0.6,0.04,0.04,0.1,0.15,0.23,0.31,0.02,0.03,0.07,0.1,0.15,0.19
24.14405,41.17211,0.074,0.091,0.226,0.341,0.505,0.634,0.14,0.18,0.43,0.64,1.03,1.46,0.08,0.1,0.23,0.34,0.56,0.83,0.05,0.06,0.13,0.19,0.31,0.45,0.03,0.04,0.09,0.13,0.2,0.27
24.14405,41.12211,0.087,0.107,0.279,0.411,0.602,0.8,0.17,0.21,0.52,0.8,1.32,1.83,0.11,0.13,0.31,0.46,0.77,1.12,0.07,0.08,0.18,0.26,0.42,0.62,0.05,0.06,0.12,0.18,0.28,0.39
24.14405,41.07211,0.091,0.112,0.271,0.406,0.606,0.772,0.18,0.23,0.53,0.78,1.27,1.75,0.12,0.14,0.33,0.48,0.77,1.14,0.07,0.09,0.19,0.28,0.44,0.65,0.05,0.06,0.14,0.2,0.3,0.4
24.14405,41.02211,0.092,0.113,0.278,0.414,0.594,0.744,0.19,0.23,0.54,0.8,1.23,1.62,0.12,0.15,0.33,0.48,0.76,1.03,0.08,0.09,0.2,0.29,0.43,0.58,0.05,0.07,0.14,0.2,0.29,0.39
24.14405,40.97211,0.07,0.085,0.194,0.28,0.419,0.546,0.14,0.17,0.37,0.53,0.8,1.07,0.08,0.1,0.21,0.29,0.43,0.58,0.05,0.06,0.12,0.17,0.25,0.32,0.03,0.04,0.08,0.12,0.17,0.21
24.14405,40.92211,0.062,0.075,0.172,0.252,0.388,0.513,0.12,0.15,0.32,0.46,0.7,0.94,0.07,0.08,0.17,0.23,0.35,0.46,0.04,0.05,0.1,0.13,0.19,0.25,0.03,0.03,0.07,0.09,0.13,0.17
24.14405,40.87211,0.064,0.078,0.169,0.236,0.348,0.453,0.13,0.15,0.32,0.45,0.66,0.86,0.07,0.08,0.17,0.24,0.35,0.45,0.04,0.05,0.1,0.14,0.2,0.25,0.03,0.03,0.07,0.1,0.14,0.17
