lon,lat,PGA-0.0137,PGA-0.0098,PGA-0.0021,PGA-0.001,PGA-0.0003,PGA-0.0001,SA(0.3)-0.0137,SA(0.3)-0.0098,SA(0.3)-0.0021,SA(0.3)-0.001,SA(0.3)-0.0003,SA(0.3)-0.0001,SA(0.6)-0.0137,SA(0.6)-0.0098,SA(0.6)-0.0021,SA(0.6)-0.001,SA(0.6)-0.0003,SA(0.6)-0.0001,SA(1.0)-0.0137,SA(1.0)-0.0098,SA(1.0)-0.0021,SA(1.0)-0.001,SA(1.0)-0.0003,SA(1.0)-0.0001,SA(1.5)-0.0137,SA(1.5)-0.0098,SA(1.5)-0.0021,SA(1.5)-0.001,SA(1.5)-0.0003,SA(1.5)-0.0001
22.54405,40.62211,0.154,0.189,0.389,0.518,0.712,0.89,0.3,0.37,0.81,1.1,1.54,1.93,0.18,0.22,0.52,0.72,1.01,1.29,0.11,0.13,0.29,0.41,0.58,0.73,0.07,0.08,0.18,0.25,0.37,0.47
22.54405,40.57211,0.147,0.182,0.39,0.519,0.713,0.882,0.29,0.35,0.8,1.09,1.53,1.9,0.18,0.21,0.49,0.69,0.99,1.26,0.1,0.12,0.27,0.38,0.56,0.72,0.06,0.08,0.17,0.23,0.35,0.45
22.54405,40.52211,0.124,0.155,0.339,0.445,0.605,0.752,0.24,0.29,0.67,0.91,1.26,1.58,0.13,0.16,0.37,0.53,0.75,0.95,0.07,0.09,0.2,0.28,0.42,0.53,0.05,0.06,0.12,0.17,0.25,0.33
22.54405,40.47211,0.119,0.147,0.338,0.465,0.635,0.784,0.23,0.28,0.64,0.9,1.29,1.64,0.13,0.16,0.35,0.5,0.74,0.96,0.07,0.09,0.19,0.27,0.4,0.52,0.05,0.06,0.12,0.17,0.24,0.32
22.54405,40.42211,0.111,0.136,0.331,0.466,0.644,0.797,0.21,0.26,0.6,0.87,1.26,1.61,0.12,0.14,0.31,0.45,0.68,0.9,0.07,0.08,0.17,0.24,0.36,0.48,0.04,0.05,0.1,0.15,0.21,0.29
22.54405,40.37211,0.112,0.136,0.305,0.426,0.614,0.784,0.22,0.26,0.58,0.82,1.19,1.55,0.12,0.15,0.32,0.46,0.67,0.88,0.07,0.08,0.18,0.25,0.37,0.48,0.04,0.05,0.11,0.15,0.22,0.29
22.54405,40.32211,0.113,0.138,0.327,0.476,0.656,0.809,0.22,0.27,0.61,0.88,1.32,1.71,0.13,0.16,0.35,0.49,0.74,0.99,0.08,0.09,0.19,0.27,0.4,0.53,0.05,0.06,0.12,0.17,0.24,0.32
22.54405,40.27211,0.104,0.127,0.283,0.394,0.569,0.734,0.21,0.25,0.55,0.77,1.12,1.45,0.12,0.15,0.31,0.44,0.64,0.84,0.07,0.08,0.18,0.24,0.35,0.46,0.05,0.05,0.11,0.15,0.22,0.28
22.54405,40.22211,0.117,0.143,0.326,0.473,0.711,0.873,0.24,0.29,0.65,0.91,1.36,1.79,0.15,0.18,0.4,0.55,0.82,1.08,0.09,0.11,0.23,0.32,0.46,0.6,0.06,0.07,0.15,0.2,0.29,0.38
22.54405,40.17211,0.123,0.149,0.334,0.463,0.662,0.841,0.26,0.31,0.68,0.94,1.35,1.74,0.17,0.21,0.44,0.61,0.88,1.13,0.1,0.12,0.26,0.36,0.51,0.66,0.07,0.08,0.17,0.23,0.33,0.42
22.54405,40.12211,0.094,0.115,0.265,0.367,0.545,0.722,0.19,0.23,0.51,0.72,1.04,1.35,0.11,0.13,0.29,0.39,0.57,0.75,0.06,0.07,0.16,0.22,0.31,0.41,0.04,0.05,0.1,0.14,0.19,0.25
22.54405,40.07211,0.093,0.115,0.26,0.358,0.509,0.654,0.18,0.23,0.51,0.71,1.02,1.31,0.1,0.13,0.28,0.39,0.57,0.74,0.06,0.07,0.15,0.22,0.32,0.42,0.04,0.05,0.1,0.13,0.2,0.26
22.54405,40.02211,0.095,0.118,0.266,0.39,0.572,0.729,0.19,0.23,0.51,0.77,1.21,1.65,0.1,0.12,0.28,0.42,0.66,0.88,0.06,0.07,0.15,0.23,0.36,0.48,0.04,0.04,0.1,0.14,0.22,0.29
22.54405,39.97211,0.089,0.11,0.24,0.368,0.572,0.776,0.17,0.21,0.47,0.74,1.2,1.58,0.09,0.11,0.24,0.38,0.62,0.8,0.05,0.06,0.13,0.2,0.33,0.44,0.03,0.04,0.08,0.13,0.2,0.27
22.54405,39.92211,0.09,0.109,0.255,0.384,0.602,0.8,0.17,0.21,0.51,0.75,1.19,1.53,0.09,0.1,0.25,0.39,0.61,0.79,0.05,0.06,0.13,0.2,0.33,0.42,0.03,0.04,0.08,0.12,0.19,0.26
22.54405,39.87211,0.098,0.119,0.263,0.381,0.536,0.665,0.19,0.23,0.52,0.76,1.12,1.46,0.1,0.12,0.28,0.4,0.61,0.78,0.06,0.07,0.15,0.22,0.33,0.42,0.04,0.04,0.09,0.13,0.2,0.26
22.54405,39.82211,0.093,0.112,0.265,0.365,0.511,0.629,0.18,0.21,0.5,0.69,0.99,1.25,0.09,0.11,0.24,0.34,0.49,0.63,0.05,0.06,0.13,0.18,0.26,0.34,0.03,0.04,0.08,0.11,0.17,0.21
22.54405,39.77211,0.127,0.154,0.361,0.485,0.674,0.837,0.26,0.31,0.74,1.03,1.47,1.87,0.16,0.19,0.45,0.64,0.92,1.15,0.09,0.11,0.25,0.36,0.51,0.65,0.06,0.07,0.16,0.22,0.32,0.4
22.54405,39.72211,0.133,0.162,0.394,0.571,0.879,1.15,0.27,0.33,0.81,1.17,1.75,2.3,0.17,0.2,0.5,0.72,1.05,1.36,0.1,0.12,0.28,0.4,0.59,0.77,0.06,0.08,0.18,0.25,0.37,0.48
22.59405,41.62211,0.075,0.094,0.235,0.335,0.508,0.675,0.14,0.17,0.43,0.63,0.97,1.31,0.07,0.09,0.21,0.32,0.49,0.63,0.04,0.05,0.11,0.17,0.25,0.33,0.02,0.03,0.07,0.1,0.15,0.19
22.59405,41.57211,0.09,0.114,0.277,0.396,0.616,0.829,0.17,0.21,0.55,0.79,1.25,1.65,0.09,0.11,0.3,0.44,0.66,0.89,0.05,0.06,0.16,0.24,0.35,0.47,0.03,0.04,0.09,0.14,0.21,0.28
22.59405,41.52211,0.098,0.125,0.31,0.471,0.744,0.985,0.19,0.23,0.61,0.91,1.38,1.8,0.1,0.13,0.34,0.49,0.74,0.98,0.06,0.07,0.18,0.26,0.39,0.52,0.03,0.04,0.11,0.16,0.23,0.31
22.59405,41.47211,0.116,0.146,0.36,0.496,0.737,0.982,0.23,0.28,0.73,1.06,1.68,2.2,0.13,0.16,0.43,0.64,0.97,1.25,0.07,0.09,0.23,0.35,0.51,0.67,0.05,0.06,0.14,0.2,0.31,0.41
22.59405,41.42211,0.099,0.124,0.309,0.427,0.599,0.762,0.19,0.23,0.59,0.81,1.2,1.6,0.1,0.12,0.3,0.44,0.65,0.84,0.05,0.06,0.16,0.23,0.35,0.45,0.03,0.04,0.09,0.13,0.2,0.26
22.59405,41.37211,0.111,0.137,0.334,0.447,0.623,0.782,0.21,0.26,0.64,0.89,1.25,1.57,0.11,0.14,0.34,0.49,0.71,0.92,0.06,0.07,0.18,0.26,0.38,0.5,0.04,0.05,0.11,0.15,0.22,0.29
22.59405,41.32211,0.101,0.126,0.305,0.416,0.601,0.785,0.19,0.24,0.57,0.81,1.21,1.63,0.1,0.12,0.29,0.43,0.66,0.88,0.05,0.06,0.15,0.22,0.34,0.46,0.03,0.04,0.09,0.13,0.2,0.26
22.59405,41.27211,0.106,0.13,0.306,0.426,0.627,0.837,0.2,0.25,0.57,0.84,1.3,1.77,0.1,0.13,0.3,0.46,0.73,0.97,0.06,0.07,0.16,0.24,0.38,0.51,0.03,0.04,0.09,0.14,0.23,0.3
22.59405,41.22211,0.105,0.129,0.312,0.433,0.662,0.885,0.2,0.24,0.58,0.85,1.29,1.75,0.1,0.12,0.3,0.45,0.71,0.95,0.05,0.07,0.16,0.24,0.38,0.5,0.03,0.04,0.09,0.14,0.22,0.29
22.59405,41.17211,0.106,0.13,0.291,0.414,0.593,0.746,0.2,0.25,0.56,0.79,1.17,1.48,0.1,0.13,0.29,0.42,0.64,0.82,0.06,0.07,0.15,0.22,0.34,0.45,0.03,0.04,0.09,0.13,0.2,0.27
22.59405,41.12211,0.116,0.141,0.334,0.478,0.672,0.834,0.23,0.27,0.63,0.9,1.33,1.71,0.12,0.15,0.34,0.49,0.73,0.97,0.07,0.08,0.18,0.26,0.39,0.52,0.04,0.05,0.11,0.16,0.23,0.3
22.59405,41.07211,0.11,0.133,0.298,0.415,0.593,0.749,0.21,0.26,0.57,0.8,1.16,1.51,0.12,0.14,0.32,0.45,0.65,0.85,0.07,0.08,0.17,0.24,0.35,0.46,0.04,0.05,0.11,0.15,0.21,0.27
22.59405,41.02211,0.099,0.121,0.288,0.394,0.542,0.677,0.19,0.23,0.54,0.76,1.11,1.39,0.1,0.12,0.28,0.39,0.59,0.78,0.06,0.07,0.15,0.21,0.31,0.41,0.03,0.04,0.09,0.12,0.18,0.24
22.59405,40.97211,0.131,0.162,0.367,0.509,0.709,0.876,0.27,0.32,0.73,1.02,1.48,1.87,0.16,0.2,0.44,0.62,0.92,1.2,0.09,0.11,0.25,0.35,0.51,0.67,0.06,0.07,0.15,0.21,0.31,0.41
22.59405,40.92211,0.134,0.167,0.382,0.511,0.706,0.875,0.27,0.33,0.77,1.09,1.51,1.88,0.16,0.2,0.46,0.65,0.97,1.24,0.09,0.11,0.25,0.36,0.53,0.69,0.06,0.07,0.15,0.22,0.33,0.43
22.59405,40.87211,0.133,0.165,0.368,0.495,0.682,0.845,0.26,0.32,0.73,1.02,1.45,1.82,0.16,0.19,0.44,0.61,0.9,1.17,0.09,0.11,0.24,0.34,0.5,0.65,0.06,0.07,0.15,0.21,0.3,0.4
22.59405,40.82211,0.133,0.166,0.355,0.473,0.65,0.808,0.26,0.32,0.72,0.99,1.38,1.72,0.15,0.18,0.42,0.6,0.86,1.09,0.08,0.1,0.23,0.33,0.47,0.6,0.05,0.06,0.14,0.2,0.29,0.38
22.59405,40.77211,0.138,0.17,0.364,0.487,0.671,0.835,0.27,0.33,0.74,1.02,1.42,1.78,0.16,0.19,0.44,0.62,0.9,1.14,0.09,0.11,0.24,0.34,0.5,0.63,0.06,0.07,0.15,0.21,0.3,0.4
22.59405,40.72211,0.142,0.176,0.362,0.483,0.663,0.83,0.27,0.34,0.74,1.01,1.41,1.77,0.16,0.19,0.45,0.64,0.9,1.13,0.09,0.11,0.25,0.35,0.5,0.63,0.06,0.07,0.15,0.21,0.31,0.4
22.59405,40.67211,0.149,0.183,0.382,0.511,0.706,0.878,0.29,0.35,0.79,1.07,1.5,1.88,0.17,0.21,0.48,0.68,0.98,1.24,0.1,0.12,0.27,0.38,0.54,0.69,0.06,0.08,0.17,0.23,0.34,0.44
22.59405,40.62211,0.157,0.192,0.394,0.524,0.72,0.901,0.3,0.38,0.82,1.11,1.56,1.94,0.19,0.23,0.53,0.73,1.02,1.3,0.11,0.13,0.29,0.41,0.59,0.74,0.07,0.08,0.18,0.25,0.37,0.47
22.59405,40.57211,0.15,0.185,0.392,0.522,0.719,0.892,0.29,0.36,0.81,1.1,1.54,1.92,0.18,0.22,0.49,0.69,1,1.27,0.1,0.12,0.27,0.39,0.56,0.72,0.06,0.08,0.17,0.24,0.35,0.45
22.59405,40.52211,0.153,0.19,0.404,0.535,0.731,0.903,0.3,0.37,0.84,1.13,1.58,1.96,0.18,0.22,0.52,0.73,1.04,1.32,0.11,0.13,0.29,0.41,0.59,0.75,0.07,0.08,0.18,0.25,0.37,0.48
22.59405,40.42211,0.116,0.144,0.35,0.48,0.659,0.815,0.22,0.27,0.64,0.91,1.31,1.66,0.12,0.15,0.34,0.49,0.73,0.96,0.07,0.08,0.18,0.26,0.39,0.52,0.04,0.05,0.11,0.16,0.23,0.31
22.59405,40.37211,0.115,0.14,0.314,0.438,0.629,0.8,0.22,0.27,0.6,0.84,1.22,1.58,0.13,0.15,0.33,0.47,0.69,0.9,0.07,0.09,0.18,0.26,0.37,0.49,0.05,0.05,0.11,0.16,0.23,0.3
22.59405,40.32211,0.123,0.15,0.358,0.513,0.718,0.885,0.24,0.3,0.67,0.97,1.46,1.86,0.15,0.18,0.39,0.55,0.84,1.12,0.09,0.1,0.22,0.31,0.46,0.61,0.05,0.06,0.14,0.19,0.28,0.37
22.59405,40.27211,0.112,0.136,0.304,0.422,0.608,0.781,0.22,0.27,0.59,0.83,1.2,1.56,0.13,0.16,0.34,0.48,0.7,0.92,0.08,0.09,0.19,0.27,0.39,0.51,0.05,0.06,0.12,0.17,0.24,0.31
22.59405,39.97211,0.089,0.109,0.242,0.374,0.584,0.793,0.17,0.21,0.47,0.75,1.2,1.56,0.09,0.1,0.24,0.39,0.62,0.8,0.05,0.06,0.13,0.21,0.33,0.43,0.03,0.04,0.08,0.13,0.2,0.27
22.59405,39.92211,0.102,0.124,0.295,0.46,0.728,0.95,0.2,0.24,0.58,0.91,1.39,1.78,0.11,0.13,0.31,0.48,0.75,0.99,0.06,0.07,0.17,0.26,0.41,0.54,0.04,0.05,0.11,0.16,0.25,0.35
22.59405,39.87211,0.092,0.111,0.251,0.362,0.513,0.665,0.17,0.21,0.5,0.72,1.11,1.45,0.09,0.11,0.25,0.37,0.57,0.75,0.05,0.06,0.13,0.2,0.3,0.4,0.03,0.04,0.08,0.12,0.18,0.24
22.59405,39.82211,0.109,0.131,0.313,0.431,0.597,0.744,0.21,0.26,0.59,0.84,1.2,1.53,0.12,0.14,0.31,0.45,0.65,0.85,0.07,0.08,0.18,0.25,0.36,0.45,0.04,0.05,0.11,0.15,0.23,0.29
22.59405,39.77211,0.096,0.116,0.264,0.364,0.505,0.629,0.18,0.22,0.5,0.71,0.98,1.23,0.09,0.11,0.25,0.36,0.52,0.66,0.05,0.06,0.14,0.19,0.28,0.36,0.03,0.04,0.09,0.12,0.17,0.22
22.59405,39.72211,0.101,0.123,0.292,0.407,0.605,0.785,0.19,0.23,0.56,0.8,1.18,1.56,0.1,0.12,0.29,0.43,0.61,0.79,0.06,0.07,0.16,0.23,0.33,0.43,0.04,0.04,0.1,0.14,0.2,0.27
22.64405,41.62211,0.077,0.096,0.247,0.35,0.523,0.693,0.15,0.18,0.45,0.63,0.94,1.24,0.07,0.09,0.22,0.31,0.47,0.62,0.04,0.05,0.11,0.16,0.24,0.32,0.02,0.03,0.07,0.1,0.14,0.19
22.64405,41.57211,0.09,0.113,0.281,0.396,0.595,0.789,0.17,0.21,0.54,0.79,1.25,1.69,0.09,0.11,0.28,0.44,0.66,0.88,0.05,0.06,0.15,0.24,0.35,0.46,0.03,0.04,0.09,0.13,0.21,0.28
22.64405,41.52211,0.1,0.126,0.306,0.457,0.717,0.956,0.19,0.24,0.6,0.91,1.38,1.81,0.1,0.13,0.33,0.5,0.75,1,0.06,0.07,0.18,0.27,0.39,0.53,0.04,0.04,0.11,0.16,0.24,0.31
22.64405,41.47211,0.126,0.157,0.374,0.516,0.777,1.04,0.25,0.3,0.78,1.14,1.75,2.29,0.15,0.18,0.47,0.71,1.06,1.37,0.08,0.1,0.26,0.39,0.58,0.75,0.05,0.06,0.15,0.23,0.35,0.46
22.64405,41.42211,0.101,0.126,0.308,0.42,0.611,0.802,0.19,0.24,0.59,0.84,1.26,1.66,0.1,0.12,0.31,0.45,0.68,0.9,0.05,0.06,0.16,0.24,0.36,0.47,0.03,0.04,0.09,0.14,0.21,0.27
22.64405,41.37211,0.104,0.128,0.305,0.415,0.577,0.726,0.2,0.24,0.58,0.82,1.14,1.44,0.1,0.12,0.3,0.44,0.62,0.79,0.05,0.07,0.16,0.23,0.34,0.43,0.03,0.04,0.09,0.13,0.2,0.25
22.64405,41.32211,0.101,0.125,0.302,0.408,0.568,0.72,0.19,0.23,0.57,0.79,1.15,1.54,0.09,0.11,0.28,0.41,0.61,0.8,0.05,0.06,0.15,0.21,0.32,0.42,0.03,0.04,0.09,0.13,0.19,0.25
22.64405,41.27211,0.108,0.132,0.315,0.432,0.611,0.795,0.2,0.25,0.59,0.86,1.3,1.74,0.11,0.13,0.31,0.46,0.72,0.96,0.06,0.07,0.16,0.24,0.39,0.52,0.03,0.04,0.1,0.14,0.23,0.3
22.64405,41.22211,0.101,0.124,0.301,0.413,0.604,0.804,0.19,0.23,0.55,0.81,1.21,1.64,0.09,0.12,0.27,0.42,0.65,0.89,0.05,0.06,0.14,0.22,0.35,0.46,0.03,0.04,0.08,0.13,0.2,0.26
22.64405,41.17211,0.108,0.132,0.296,0.421,0.602,0.757,0.2,0.25,0.56,0.8,1.19,1.49,0.11,0.13,0.3,0.43,0.65,0.84,0.06,0.07,0.16,0.23,0.35,0.45,0.03,0.04,0.09,0.13,0.2,0.27
22.64405,41.12211,0.113,0.137,0.325,0.461,0.644,0.799,0.22,0.27,0.6,0.86,1.26,1.62,0.12,0.14,0.33,0.46,0.68,0.88,0.06,0.08,0.17,0.25,0.36,0.47,0.04,0.05,0.1,0.15,0.22,0.28
22.64405,41.07211,0.104,0.126,0.281,0.391,0.555,0.704,0.2,0.24,0.54,0.75,1.08,1.38,0.11,0.13,0.29,0.4,0.58,0.75,0.06,0.07,0.15,0.21,0.31,0.4,0.04,0.04,0.09,0.13,0.19,0.24
22.64405,41.02211,0.113,0.14,0.335,0.45,0.615,0.761,0.23,0.27,0.63,0.89,1.28,1.62,0.13,0.15,0.35,0.49,0.73,0.96,0.07,0.09,0.19,0.26,0.39,0.52,0.04,0.05,0.11,0.16,0.24,0.31
22.64405,40.97211,0.117,0.144,0.326,0.451,0.621,0.767,0.23,0.28,0.63,0.88,1.28,1.63,0.13,0.16,0.36,0.5,0.75,0.97,0.08,0.09,0.2,0.28,0.41,0.53,0.05,0.06,0.12,0.17,0.25,0.32
22.64405,40.92211,0.118,0.146,0.336,0.444,0.606,0.752,0.23,0.28,0.65,0.9,1.27,1.6,0.13,0.16,0.36,0.51,0.76,0.97,0.07,0.09,0.19,0.27,0.41,0.53,0.05,0.05,0.12,0.17,0.25,0.33
22.64405,40.87211,0.117,0.144,0.322,0.43,0.589,0.731,0.23,0.28,0.62,0.87,1.23,1.55,0.13,0.15,0.34,0.48,0.71,0.92,0.07,0.08,0.19,0.26,0.38,0.5,0.04,0.05,0.11,0.16,0.23,0.3
22.64405,40.82211,0.128,0.159,0.344,0.454,0.62,0.767,0.25,0.3,0.69,0.94,1.31,1.65,0.14,0.17,0.39,0.56,0.8,1.02,0.08,0.1,0.21,0.3,0.44,0.56,0.05,0.06,0.13,0.18,0.27,0.35
22.64405,40.77211,0.127,0.156,0.335,0.443,0.605,0.752,0.24,0.29,0.66,0.9,1.27,1.6,0.13,0.16,0.37,0.53,0.76,0.98,0.08,0.09,0.2,0.29,0.42,0.54,0.05,0.06,0.12,0.17,0.25,0.33
22.64405,40.72211,0.149,0.183,0.377,0.5,0.682,0.847,0.29,0.35,0.78,1.05,1.47,1.83,0.17,0.21,0.48,0.67,0.95,1.2,0.1,0.12,0.26,0.37,0.53,0.67,0.06,0.07,0.16,0.23,0.34,0.43
22.64405,40.67211,0.155,0.19,0.394,0.523,0.716,0.883,0.3,0.37,0.81,1.1,1.55,1.93,0.18,0.22,0.5,0.71,1.01,1.3,0.11,0.13,0.28,0.4,0.57,0.73,0.07,0.08,0.18,0.25,0.36,0.46
22.64405,40.62211,0.159,0.193,0.395,0.522,0.712,0.889,0.31,0.38,0.82,1.11,1.55,1.92,0.19,0.23,0.52,0.73,1.02,1.3,0.11,0.13,0.29,0.41,0.59,0.74,0.07,0.08,0.18,0.25,0.37,0.47
22.64405,40.57211,0.157,0.192,0.401,0.531,0.723,0.891,0.3,0.37,0.83,1.12,1.57,1.95,0.19,0.23,0.51,0.72,1.03,1.32,0.11,0.13,0.29,0.4,0.58,0.75,0.07,0.08,0.18,0.25,0.36,0.47
22.64405,40.52211,0.158,0.196,0.408,0.538,0.731,0.904,0.31,0.38,0.85,1.14,1.58,1.96,0.19,0.23,0.54,0.75,1.06,1.34,0.11,0.13,0.3,0.42,0.61,0.77,0.07,0.08,0.18,0.26,0.38,0.49
22.64405,40.37211,0.125,0.153,0.35,0.488,0.697,0.876,0.25,0.3,0.67,0.94,1.36,1.75,0.15,0.18,0.39,0.54,0.8,1.03,0.08,0.1,0.22,0.3,0.44,0.57,0.05,0.06,0.14,0.19,0.27,0.35
22.64405,39.97211,0.114,0.138,0.313,0.467,0.756,1.02,0.23,0.27,0.63,1.01,1.59,2.01,0.13,0.16,0.36,0.59,0.92,1.19,0.08,0.09,0.21,0.33,0.51,0.67,0.05,0.06,0.13,0.2,0.32,0.43
22.64405,39.92211,0.14,0.169,0.41,0.634,1.02,1.28,0.29,0.35,0.84,1.3,1.98,2.55,0.18,0.22,0.53,0.82,1.27,1.7,0.11,0.13,0.31,0.49,0.75,0.97,0.07,0.09,0.2,0.3,0.48,0.63
22.64405,39.87211,0.095,0.116,0.263,0.381,0.576,0.764,0.18,0.22,0.52,0.76,1.2,1.55,0.09,0.11,0.27,0.41,0.62,0.81,0.05,0.06,0.14,0.22,0.34,0.45,0.03,0.04,0.09,0.13,0.2,0.27
22.64405,39.82211,0.098,0.119,0.28,0.386,0.531,0.656,0.19,0.23,0.52,0.75,1.05,1.32,0.1,0.12,0.26,0.37,0.55,0.71,0.05,0.07,0.14,0.2,0.29,0.37,0.03,0.04,0.09,0.13,0.18,0.23
22.64405,39.77211,0.1,0.121,0.271,0.375,0.52,0.649,0.19,0.23,0.51,0.73,1.02,1.27,0.1,0.12,0.26,0.37,0.54,0.68,0.06,0.07,0.15,0.2,0.29,0.37,0.04,0.04,0.09,0.13,0.18,0.23
22.64405,39.72211,0.095,0.115,0.274,0.371,0.512,0.639,0.18,0.22,0.51,0.7,1.02,1.34,0.09,0.11,0.24,0.35,0.52,0.68,0.05,0.06,0.13,0.19,0.28,0.36,0.03,0.04,0.08,0.12,0.17,0.22
22.69405,41.62211,0.086,0.107,0.268,0.378,0.561,0.738,0.17,0.2,0.51,0.72,1.04,1.36,0.09,0.11,0.26,0.37,0.54,0.71,0.05,0.06,0.14,0.2,0.29,0.37,0.03,0.04,0.08,0.11,0.17,0.21
22.69405,41.57211,0.088,0.109,0.267,0.368,0.532,0.694,0.17,0.21,0.51,0.71,1.05,1.35,0.09,0.11,0.26,0.38,0.56,0.74,0.05,0.06,0.14,0.2,0.3,0.4,0.03,0.04,0.08,0.12,0.18,0.24
22.69405,41.52211,0.099,0.124,0.299,0.423,0.639,0.843,0.19,0.23,0.59,0.85,1.31,1.74,0.1,0.13,0.31,0.47,0.71,0.92,0.06,0.07,0.17,0.25,0.38,0.48,0.03,0.04,0.1,0.15,0.22,0.29
22.69405,41.47211,0.125,0.154,0.369,0.504,0.747,0.984,0.25,0.3,0.76,1.1,1.67,2.24,0.14,0.18,0.45,0.68,1.04,1.34,0.08,0.1,0.24,0.37,0.56,0.72,0.05,0.06,0.15,0.22,0.34,0.44
22.69405,41.42211,0.134,0.167,0.409,0.571,0.853,1.13,0.27,0.33,0.83,1.18,1.81,2.4,0.16,0.19,0.49,0.73,1.14,1.49,0.09,0.11,0.27,0.4,0.62,0.81,0.05,0.07,0.16,0.24,0.37,0.49
22.69405,41.37211,0.093,0.115,0.273,0.371,0.52,0.652,0.17,0.21,0.52,0.72,1.01,1.29,0.08,0.1,0.25,0.36,0.53,0.68,0.04,0.05,0.13,0.19,0.28,0.37,0.03,0.03,0.07,0.11,0.16,0.21
22.69405,41.32211,0.097,0.121,0.293,0.396,0.543,0.674,0.18,0.22,0.55,0.76,1.1,1.44,0.09,0.11,0.27,0.38,0.56,0.73,0.05,0.06,0.14,0.2,0.3,0.39,0.03,0.03,0.08,0.12,0.18,0.23
22.69405,41.27211,0.108,0.132,0.317,0.434,0.607,0.766,0.2,0.25,0.59,0.85,1.24,1.66,0.1,0.13,0.31,0.46,0.7,0.94,0.06,0.07,0.16,0.24,0.37,0.49,0.03,0.04,0.1,0.14,0.22,0.29
22.69405,41.22211,0.107,0.131,0.321,0.438,0.611,0.782,0.2,0.25,0.6,0.86,1.27,1.71,0.1,0.13,0.3,0.45,0.69,0.92,0.06,0.07,0.16,0.24,0.36,0.48,0.03,0.04,0.09,0.14,0.21,0.28
22.69405,41.17211,0.108,0.132,0.296,0.422,0.606,0.763,0.2,0.25,0.56,0.8,1.2,1.53,0.11,0.13,0.29,0.42,0.65,0.84,0.06,0.07,0.16,0.22,0.34,0.46,0.03,0.04,0.09,0.13,0.2,0.27
22.69405,41.12211,0.108,0.132,0.313,0.445,0.622,0.772,0.21,0.25,0.58,0.82,1.2,1.56,0.11,0.13,0.3,0.43,0.63,0.82,0.06,0.07,0.16,0.23,0.33,0.43,0.04,0.04,0.1,0.14,0.2,0.26
22.69405,41.07211,0.122,0.149,0.334,0.461,0.658,0.826,0.24,0.3,0.65,0.9,1.29,1.67,0.14,0.17,0.38,0.53,0.77,0.99,0.08,0.1,0.21,0.29,0.42,0.54,0.05,0.06,0.13,0.18,0.26,0.33
22.69405,41.02211,0.104,0.127,0.305,0.416,0.571,0.709,0.2,0.25,0.56,0.8,1.17,1.47,0.11,0.13,0.29,0.42,0.63,0.83,0.06,0.07,0.16,0.22,0.33,0.44,0.04,0.04,0.09,0.13,0.19,0.26
22.69405,40.97211,0.106,0.13,0.293,0.405,0.568,0.71,0.2,0.25,0.56,0.78,1.13,1.45,0.11,0.14,0.3,0.42,0.62,0.81,0.06,0.07,0.16,0.23,0.33,0.43,0.04,0.05,0.1,0.14,0.2,0.26
22.69405,40.92211,0.114,0.141,0.333,0.441,0.602,0.746,0.22,0.27,0.63,0.88,1.24,1.56,0.12,0.15,0.34,0.48,0.71,0.93,0.07,0.08,0.18,0.26,0.38,0.51,0.04,0.05,0.11,0.15,0.23,0.3
22.69405,40.87211,0.136,0.168,0.375,0.514,0.705,0.866,0.27,0.33,0.74,1.03,1.48,1.86,0.16,0.2,0.44,0.62,0.91,1.18,0.09,0.11,0.25,0.34,0.5,0.66,0.06,0.07,0.15,0.21,0.31,0.41
22.69405,40.82211,0.12,0.149,0.329,0.435,0.593,0.736,0.23,0.28,0.64,0.88,1.22,1.54,0.12,0.15,0.34,0.49,0.71,0.91,0.07,0.08,0.18,0.26,0.39,0.5,0.04,0.05,0.11,0.16,0.24,0.31
22.69405,40.77211,0.124,0.153,0.336,0.444,0.605,0.749,0.23,0.29,0.65,0.89,1.25,1.57,0.13,0.15,0.35,0.5,0.72,0.93,0.07,0.09,0.19,0.27,0.39,0.51,0.04,0.05,0.12,0.17,0.24,0.31
22.69405,40.72211,0.14,0.173,0.366,0.485,0.66,0.813,0.27,0.33,0.75,1,1.38,1.73,0.15,0.19,0.43,0.61,0.87,1.09,0.09,0.1,0.23,0.33,0.49,0.61,0.05,0.06,0.14,0.2,0.3,0.38
22.69405,40.67211,0.155,0.189,0.402,0.533,0.729,0.899,0.3,0.37,0.82,1.12,1.55,1.94,0.18,0.22,0.49,0.69,1,1.28,0.1,0.13,0.27,0.38,0.56,0.72,0.07,0.08,0.17,0.24,0.35,0.45
22.69405,40.62211,0.16,0.197,0.409,0.541,0.737,0.91,0.31,0.39,0.85,1.14,1.59,1.98,0.19,0.23,0.53,0.74,1.05,1.32,0.11,0.13,0.29,0.41,0.6,0.76,0.07,0.08,0.18,0.26,0.37,0.48
22.69405,40.57211,0.16,0.196,0.415,0.55,0.749,0.925,0.31,0.38,0.85,1.16,1.61,2,0.19,0.23,0.52,0.73,1.04,1.33,0.11,0.13,0.29,0.4,0.58,0.75,0.07,0.08,0.18,0.26,0.37,0.48
